iData,ROI,Hemisphere,contrast,mean_activation,z_score,is_outlier,count,BF10,BF01
19,IFG,L,"S[""AS, left""] - S[""SS""]",-1.36214921336908,-1.3653742742684005,FALSE,29,0.3360798917087401,2.975482986844803
20,IFG,L,"S[""AS, left""] - S[""SS""]",-0.332868073995297,-0.4984893470671112,FALSE,29,0.3360798917087401,2.975482986844803
21,IFG,L,"S[""AS, left""] - S[""SS""]",1.04555797003783,0.6624536792094812,FALSE,29,0.3360798917087401,2.975482986844803
22,IFG,L,"S[""AS, left""] - S[""SS""]",1.61597064481332,1.142868729220295,FALSE,29,0.3360798917087401,2.975482986844803
23,IFG,L,"S[""AS, left""] - S[""SS""]",-0.00523705336336906,-0.22255075011371664,FALSE,29,0.3360798917087401,2.975482986844803
24,IFG,L,"S[""AS, left""] - S[""SS""]",-0.380031584547116,-0.5382115714888523,FALSE,29,0.3360798917087401,2.975482986844803
25,IFG,L,"S[""AS, left""] - S[""SS""]",0.486768661496731,0.191828103236892,FALSE,29,0.3360798917087401,2.975482986844803
26,IFG,L,"S[""AS, left""] - S[""SS""]",0.985652493742796,0.6119998697783922,FALSE,29,0.3360798917087401,2.975482986844803
27,IFG,L,"S[""AS, left""] - S[""SS""]",0.332328850260148,0.06175524034322241,FALSE,29,0.3360798917087401,2.975482986844803
28,IFG,L,"S[""AS, left""] - S[""SS""]",1.21519770301305,0.8053282758042856,FALSE,29,0.3360798917087401,2.975482986844803
